district,bid multiplier,households of 4,population - 16 to 24,population - 25 to 44,supermarkets,convenience stores,football stadiums,music Venues,meta,google trends,location - postal area,tier
WF11,0.88,"10,881","2,042","4,173",3,3,Low,-,"7,667",Medium,Wakefield,4
WF12,0.92,"20,043","4,189","9,064",3,20,Low,-,"11,850",Medium,Wakefield,3
WF13,0.89,"16,093","3,639","8,606",-,38,Low,-,"7,617",Medium,Wakefield,4
WF16,0.84,"7,556","1,520","3,702",1,6,Low,-,"3,667",Medium,Wakefield,5
WF17,0.95,"25,741","5,327","12,423",2,21,Low,-,"13,983",Medium,Wakefield,2
WF2,0.99,"31,811","5,342","12,775",12,28,Low,-,"19,433",Medium,Wakefield,2
WF3,0.92,"20,310","3,319","9,078",1,10,Low,-,"12,967",Medium,Wakefield,3
WF4,0.97,"26,886","4,185","10,778",2,17,Low,1,"16,433",Medium,Wakefield,2
WF5,0.88,"13,401","1,959","5,549",3,21,Low,-,"7,883",Low,Wakefield,4
WF6,0.88,"13,550","2,343","5,855",2,10,Low,-,"9,017",Medium,Wakefield,4
WF7,0.89,"12,683","2,122","5,102",1,8,Low,-,"8,783",Medium,Wakefield,3
WF8,0.93,"20,409","3,301","8,103",4,20,Low,-,"14,450",Low,Wakefield,3
WF9,0.98,"24,924","4,487","9,951",3,15,Low,1,"17,883",Medium,Wakefield,2
YO1,0.86,"3,265",694,"1,732",7,19,Low,5,"3,433",High,York,4
YO23,0.88,"12,309","1,862","5,311",5,11,Low,3,"5,800",Medium,York,4
YO24,0.92,"19,116","3,020","8,268",7,13,Low,-,"10,417",Medium,York,3
YO31,0.92,"19,974","5,572","8,275",8,10,Low,1,"8,800",Medium,York,3
YO90,0.81,-,-,-,-,-,Low,-,-,Medium,York,5
YO91,0.81,-,-,-,-,-,Low,-,-,Medium,York,5
YO10,0.92,"17,644","7,365","6,771",11,11,Low,1,"9,933",Medium,York,3
YO19,0.85,"7,463",991,"2,618",1,6,Low,-,"3,783",Medium,York,4
YO26,0.93,"18,732","2,941","7,936",7,13,Low,1,"10,000",High,York,3
YO30,0.92,"16,747","2,835","7,879",7,26,Low,-,"8,983",High,York,3
YO32,0.92,"17,282","2,376","6,340",6,7,Low,-,"9,350",High,York,3
YO8,1,"26,832","4,567","11,296",6,16,Low,-,"19,400",High,York,1
DN15,0.96,"23,116","4,079","10,123",7,39,Medium,-,"16,017",Medium,Doncaster,2
DN16,0.94,"20,374","3,672","8,338",3,13,Medium,-,"14,317",Medium,Doncaster,3
DN17,0.95,"23,295","4,010","8,792",3,5,Medium,-,"14,867",Medium,Doncaster,2
DN18,0.85,"7,428","1,098","2,889",1,5,Medium,-,"4,917",Low,Doncaster,4
DN20,0.88,"11,767","1,754","4,320",5,14,Medium,-,"6,933",Medium,Doncaster,4
DN38,0.82,"1,805",270,668,-,-,Medium,-,"1,200",Low,Doncaster,5
DN8,0.9,"10,887","1,917","4,305",3,11,Medium,-,"7,100",High,Doncaster,3
DN19,0.83,"3,803",622,"1,501",2,1,Medium,-,"2,567",Low,Doncaster,5
DN21,0.95,"23,110","3,871","8,856",9,20,Medium,1,"16,033",Medium,Doncaster,2
DN37,0.88,"13,251","2,144","4,796",4,12,Medium,-,"7,917",Medium,Doncaster,4
DN39,0.82,"1,784",238,685,1,1,Medium,-,"1,217",Medium,Doncaster,5
DN40,0.85,"7,759","1,382","2,966",5,5,Medium,-,"5,417",Medium,Doncaster,4
HU1,0.82,"2,566",520,"1,382",-,14,Low,5,"2,083",Medium,Hull,5
HU10,0.87,"11,532","1,719","3,826",12,7,Low,-,"6,633",Medium,Hull,4
HU13,0.87,"9,239","1,584","3,835",3,11,Low,-,"5,383",Medium,Hull,4
HU14,0.83,"4,887",613,"1,661",1,3,Low,-,"2,617",Medium,Hull,5
HU15,0.88,"14,113","2,047","6,174",2,18,Low,-,"8,433",Low,Hull,4
HU16,0.87,"9,508","1,323","2,997",6,16,Low,-,"5,483",Medium,Hull,4
HU2,0.82,"3,000",575,"1,378",1,8,Low,2,"1,600",Medium,Hull,5
HU20,0.81,596,91,182,-,-,Low,-,"1,000",Low,Hull,5
HU3,0.92,"18,862","3,728","8,885",6,52,Low,2,"12,100",Medium,Hull,3
HU4,0.9,"14,943","2,620","5,640",7,8,Low,-,"8,783",Medium,Hull,3
HU5,1,"34,438","8,343","15,012",6,37,Low,1,"18,000",Medium,Hull,2
HU6,0.93,"21,953","5,863","8,366",3,10,Low,-,"12,333",Medium,Hull,3
HU11,0.84,"7,156","1,044","2,320",-,5,Low,-,"4,117",Low,Hull,5
HU17,0.97,"26,903","3,925","10,161",6,21,Low,2,"15,533",Medium,Hull,2
HU7,0.99,"26,461","5,644","11,953",2,14,Low,-,"21,433",Medium,Hull,2
HU8,0.93,"22,369","4,196","9,076",2,22,Low,-,"12,300",Medium,Hull,3
HU9,0.95,"27,678","5,355","11,481",5,15,Low,-,"13,750",Medium,Hull,2
LN1,0.93,"18,008","4,676","6,903",7,12,Low,1,"11,667",Medium,Lincoln,3
LN2,0.95,"24,176","4,527","9,722",12,22,Low,2,"14,233",Medium,Lincoln,2
LN3,0.86,"5,408",726,"1,853",2,3,Low,-,"3,450",High,Lincoln,4
LN7,0.83,"3,767",554,"1,219",1,-,Low,-,"2,367",Medium,Lincoln,5
LN8,0.87,"10,572","1,481","3,497",2,9,Low,-,"6,133",Medium,Lincoln,4
YO42,0.86,"8,841","1,265","3,237",6,7,Low,2,"6,050",Medium,York,4
YO43,0.86,"7,490","1,077","2,972",-,3,Low,1,"5,183",Medium,York,4
YO17,0.9,"13,135","2,015","4,930",3,7,Low,1,"9,133",Medium,York,3
YO25,0.92,"20,477","2,945","7,272",-,11,Low,-,"12,533",Low,York,3
YO41,0.85,"6,075",784,"2,366",1,3,Low,-,"3,833",Medium,York,4
DN31,0.85,"6,900","1,410","2,926",6,29,Medium,2,"4,733",Medium,Doncaster,4
DN32,0.92,"20,333","4,160","8,321",2,32,Medium,-,"10,533",Medium,Doncaster,3
DN33,0.88,"12,203","2,203","4,619",2,5,Medium,-,"8,050",Medium,Doncaster,4
DN34,0.88,"12,160","2,219","4,796",5,12,Medium,-,"7,183",Medium,Doncaster,4
DN35,0.93,"22,556","3,893","8,614",3,27,Medium,-,"12,317",Medium,Doncaster,3
DN36,0.88,"11,520","1,673","3,745",1,16,Medium,1,"8,317",Medium,Doncaster,4
DN41,0.83,"3,769",593,"1,331",-,3,Medium,-,"2,417",Medium,Doncaster,5
HU12,0.89,"15,547","2,302","5,783",2,20,Low,-,"8,783",Low,Hull,4
HU18,0.83,"5,421",804,"1,637",1,3,Low,-,"3,300",Medium,Hull,5
HU19,0.83,"4,437",695,"1,377",2,-,Low,-,"2,467",Medium,Hull,5
LN11,0.93,"17,772","2,741","5,976",7,12,Low,-,"11,283",High,Lincoln,3
LN12,0.84,"8,228",968,"1,802",2,9,Low,1,"4,767",Medium,Lincoln,5
LN13,0.83,"4,711",710,"1,398",1,1,Low,-,"2,967",Medium,Lincoln,5
YO15,0.86,"8,604","1,229","2,517",1,6,Low,2,"4,650",Medium,York,4
LL64,0.81,677,88,219,-,1,Low,-,"1,000",Low,Llandudno,5
LL25,0.81,312,25,105,-,1,Low,-,"1,000",Low,Llandudno,5
LL27,0.81,504,72,165,-,-,Low,-,"1,000",Low,Llandudno,5
LL32,0.82,"4,164",603,"1,376",-,6,Low,-,"2,417",Low,Llandudno,5
LL33,0.81,"2,391",406,865,1,2,Low,-,"1,417",Low,Llandudno,5
LL34,0.82,"2,844",446,993,-,2,Low,-,"1,550",Medium,Llandudno,5
LL38,0.81,499,51,118,-,-,Low,-,"1,000",Low,Llandudno,5
LL39,0.81,190,21,49,-,-,Low,-,"1,000",Low,Llandudno,5
LL42,0.81,"1,690",244,521,1,4,Low,-,"1,150",Low,Llandudno,5
LL43,0.81,305,31,74,-,-,Low,-,"1,000",Low,Llandudno,5
LL44,0.81,691,79,179,-,1,Low,-,"1,000",Low,Llandudno,5
LL45,0.81,407,46,116,-,-,Low,-,"1,000",Low,Llandudno,5
LL46,0.81,"1,175",150,293,-,1,Low,-,"1,000",Low,Llandudno,5
LL47,0.81,344,48,92,-,-,Low,-,"1,000",Low,Llandudno,5
LL48,0.81,"1,621",239,564,-,-,Low,-,"1,100",Medium,Llandudno,5
LL49,0.82,"2,963",406,950,3,3,Low,-,"1,633",Medium,Llandudno,5
LL51,0.81,380,67,122,-,-,Low,-,"1,000",Low,Llandudno,5
LL52,0.81,"1,645",233,478,-,4,Low,-,"1,033",Low,Llandudno,5
LL54,0.85,"6,973","1,106","2,582",1,2,Low,-,"4,167",Medium,Llandudno,4
LL55,0.91,"13,852","2,247","5,496",1,14,Low,-,"8,400",High,Llandudno,3
LL56,0.81,"1,458",255,655,-,-,Low,-,"1,067",Low,Llandudno,5
LL57,0.95,"16,342","5,440","6,275",5,19,Low,2,"11,117",High,Llandudno,2
LL58,0.81,"2,512",329,746,-,2,Low,-,"1,250",Low,Llandudno,5
LL59,0.82,"3,653",630,"1,325",3,2,Low,-,"1,700",Low,Llandudno,5
LL60,0.81,"1,992",351,729,-,-,Low,-,"1,200",Medium,Llandudno,5
LL61,0.82,"3,701",575,"1,328",1,1,Low,-,"2,067",Low,Llandudno,5
LL62,0.81,"1,052",150,353,-,3,Low,-,"1,000",Low,Llandudno,5
LL75,0.81,908,126,330,-,1,Low,-,"1,000",Low,Llandudno,5
LL76,0.81,200,28,62,-,-,Low,-,"1,000",Low,Llandudno,5
LL77,0.83,"4,663",733,"1,757",3,-,Low,-,"3,517",Medium,Llandudno,5
LL36,0.82,"2,968",330,802,1,2,Low,1,"1,650",Low,Llandudno,5
LL37,0.81,326,33,77,-,-,Low,-,"1,000",Low,Llandudno,5
LL53,0.87,"10,935","1,504","3,699",-,10,Low,-,"5,933",Medium,Llandudno,4
LL63,0.81,878,113,256,-,1,Low,-,"1,000",Low,Llandudno,5
LL65,0.88,"15,044","2,398","5,705",5,7,Low,-,"8,867",Medium,Llandudno,4
LL71,0.81,"1,079",193,410,-,1,Low,-,"1,000",Low,Llandudno,5
LL73,0.81,164,10,36,-,-,Low,-,"1,000",Low,Llandudno,5
LL74,0.81,"1,455",163,307,-,-,Low,-,"1,000",Low,Llandudno,5
LL78,0.81,320,45,92,-,-,Low,-,"1,000",Low,Llandudno,5
CH31,0.8,-,-,-,-,-,Low,-,-,Medium,Chester,5
CH5,1,"26,810","4,961","11,482",4,23,Low,-,"17,233",High,Chester,1
CH6,0.87,"10,785","1,954","4,342",2,5,Low,-,"7,417",Medium,Chester,4
CH64,0.87,"11,898","1,756","3,794",2,5,Low,-,"6,400",Medium,Chester,4
CH7,1.01,"30,949","4,937","11,670",8,15,Low,-,"17,367",High,Chester,1
LL15,0.84,"6,652","1,042","2,314",3,2,Low,-,"3,883",Medium,Llandudno,5
LL16,0.86,"9,731","1,601","3,623",4,5,Low,-,"5,400",Medium,Llandudno,4
LL17,0.83,"3,214",491,"1,116",1,7,Low,-,"2,317",Medium,Llandudno,5
LL18,0.97,"25,899","4,561","9,271",10,8,Low,4,"17,733",Medium,Llandudno,2
LL21,0.82,"3,722",597,"1,299",-,4,Low,-,"2,133",Medium,Llandudno,5
LL22,0.88,"11,148","1,489","3,375",1,5,Low,-,"6,467",High,Llandudno,4
LL29,0.9,"12,913","2,147","4,663",6,12,Low,1,"7,567",High,Llandudno,3
LL11,0.97,"24,101","4,135","10,638",2,10,Low,1,"14,967",Medium,Llandudno,2
LL14,0.94,"21,260","3,555","8,871",7,10,Low,-,"12,267",Medium,Llandudno,2
LL20,0.85,"5,176",783,"1,792",4,3,Low,-,"2,567",Medium,Llandudno,4
LL23,0.82,"2,750",409,"1,021",1,3,Low,-,"1,700",Low,Llandudno,5
LL24,0.81,"1,205",176,405,-,2,Low,-,"1,000",Low,Llandudno,5
LL26,0.84,"2,900",461,"1,030",1,4,Low,-,"1,650",High,Llandudno,5
LL28,0.84,"8,819","1,201","2,667",2,4,Low,2,"4,467",Low,Llandudno,4
LL30,0.87,"14,066","2,027","4,520",5,7,Low,2,"7,383",Low,Llandudno,4
LL31,0.85,"5,933",889,"2,046",2,3,Low,-,"3,683",Medium,Llandudno,4
LL40,0.83,"2,608",352,833,1,1,Low,1,"1,617",High,Llandudno,5
LL41,0.83,"4,203",703,"1,348",1,1,Low,-,"2,067",Medium,Llandudno,5
SY10,0.88,"8,699","1,332","2,961",-,4,Low,-,"5,417",Medium,Shrewsbury,4
SY19,0.81,717,94,179,-,-,Low,-,"1,000",Low,Shrewsbury,5
SY20,0.83,"4,421",610,"1,526",2,4,Low,1,"2,617",Medium,Shrewsbury,5
SY21,0.86,"10,045","1,609","3,421",3,7,Low,1,"6,167",Medium,Shrewsbury,4
SY22,0.83,"5,785",848,"2,066",-,5,Low,-,"3,100",Medium,Shrewsbury,5
CH1,1,"20,359","5,783","8,059",7,27,Low,3,"13,600",High,Chester,2
CH2,0.96,"21,947","3,699","9,795",3,7,Low,-,"12,017",High,Chester,2
CH3,0.95,"19,873","2,811","7,483",9,18,Low,-,"11,017",High,Chester,2
CH33,0.8,-,-,-,-,-,Low,-,-,Low,Chester,5
CH34,0.81,-,-,-,-,-,Low,-,-,Medium,Chester,5
CH4,0.96,"20,493","3,240","8,697",7,18,Low,-,"11,883",High,Chester,2
CH65,0.93,"17,263","3,078","7,246",5,13,Low,-,"12,333",Medium,Chester,3
CH66,0.95,"21,817","3,624","8,572",2,10,Low,-,"13,633",Medium,Chester,2
CH70,0.82,-,-,-,-,-,Low,-,-,High,Chester,5
CH88,0.82,-,-,-,-,-,Low,-,-,High,Chester,5
CH99,0.82,-,-,-,-,-,Low,-,-,High,Chester,5
CW6,0.84,"7,182",962,"2,331",3,8,Low,-,"4,050",Medium,Crewe,5
CW7,0.94,"19,686","3,683","8,519",4,15,Low,-,"13,850",Medium,Crewe,2
CW8,0.94,"21,884","3,264","8,454",5,21,Low,-,"13,667",Medium,Crewe,2
CW98,0.8,-,-,-,-,-,Low,-,-,Low,Crewe,5
LL12,0.92,"17,542","2,643","6,510",3,7,Low,-,"9,967",Medium,Llandudno,3
LL13,0.97,"22,551","4,266","9,770",8,22,Low,4,"15,133",Medium,Llandudno,2
SY1,0.91,"16,973","3,133","7,567",10,22,Low,1,"10,483",Low,Shrewsbury,3
SY11,0.91,"16,886","2,817","6,920",14,13,Low,-,"10,667",Medium,Shrewsbury,3
SY12,0.83,"4,941",753,"1,719",1,1,Low,-,"2,950",Medium,Shrewsbury,5
SY13,0.91,"11,908","1,884","4,471",2,4,Low,-,"7,100",High,Shrewsbury,3
SY14,0.85,"3,453",451,"1,143",-,3,Low,1,"2,233",Medium,Shrewsbury,4
SY2,0.87,"11,096","1,801","4,314",5,11,Low,-,"7,250",Low,Shrewsbury,4
SY3,0.93,"21,079","3,175","8,007",4,10,Low,-,"11,217",Medium,Shrewsbury,3
SY4,0.9,"14,448","2,166","5,243",3,9,Low,1,"9,183",Medium,Shrewsbury,3
SY99,0.81,-,-,-,-,-,Low,-,-,Medium,Shrewsbury,5
SY5,0.89,"12,666","1,848","4,380",1,8,Low,-,"7,533",Medium,Shrewsbury,3
TF1,0.95,"23,158","4,093","10,399",5,28,Low,1,"15,633",Medium,Telford,2
TF4,0.88,"11,371","2,113","5,344",2,6,Low,-,"9,467",Low,Telford,4
TF5,0.82,"3,142",591,"1,407",-,1,Low,-,"1,817",Medium,Telford,5
TF6,0.82,"2,944",434,995,-,3,Low,-,"2,667",Medium,Telford,5
TF13,0.81,"2,243",294,707,-,3,Low,-,"1,283",Low,Telford,5
TF7,0.91,"11,205","2,134","4,591",3,4,Low,-,"7,550",High,Telford,3
TF8,0.81,"1,785",226,686,1,1,Low,-,"1,400",Medium,Telford,5
WA6,0.86,"11,617","1,504","4,238",3,5,Low,-,"6,300",Medium,Warrington,4
WV99,0.81,-,-,-,-,-,Low,-,-,High,Wolverhampton,5
CW12,0.92,"18,087","2,614","7,008",7,20,Low,-,"12,717",Low,Crewe,3
CW1,1,"26,349","4,986","11,473",9,29,Low,2,"20,383",Medium,Crewe,2
CW10,0.86,"8,849","1,409","3,849",-,8,Low,-,"5,783",Medium,Crewe,4
CW11,0.89,"13,940","2,136","5,435",7,9,Low,-,"9,500",Medium,Crewe,4
CW2,0.97,"26,020","4,809","10,690",6,20,Low,-,"16,417",Medium,Crewe,2
CW3,0.84,"5,528",793,"1,890",2,1,Low,1,"2,783",Medium,Crewe,4
CW4,0.84,"5,661",695,"1,825",2,2,Low,-,"3,167",Medium,Crewe,5
CW5,0.91,"18,229","2,626","7,147",5,21,Low,-,"11,800",Medium,Crewe,3
SK11,0.96,"23,651","3,491","9,793",6,24,Low,-,"12,850",Medium,Stockport,2
SK10,0.97,"24,745","3,429","9,526",7,23,Low,2,"14,467",High,Stockport,2
SK12,0.87,"11,609","1,676","3,722",6,13,Low,-,"6,117",Medium,Stockport,4
SK17,0.94,"20,198","3,462","7,517",6,14,Low,-,"11,417",High,Stockport,2
SK22,0.85,"7,733","1,204","3,077",3,8,Low,2,"4,683",Low,Stockport,4
SK23,0.87,"10,534","1,645","3,844",2,6,Low,-,"6,583",Medium,Stockport,4
SK7,0.94,"24,663","3,734","8,824",6,16,Low,-,"12,450",Medium,Stockport,3
SK9,0.94,"23,746","3,067","9,631",7,30,Low,1,"10,917",Medium,Stockport,3
ST1,0.93,"19,956","4,030","8,939",7,32,Medium,3,"11,833",Medium,Stoke-on-Trent,3
ST10,0.93,"15,652","2,460","5,961",1,7,Medium,-,"9,100",High,Stoke-on-Trent,3
ST11,0.84,"6,162",933,"2,115",-,3,Medium,-,"3,217",Medium,Stoke-on-Trent,5
ST12,0.82,"2,284",282,775,-,1,Medium,-,"1,300",Medium,Stoke-on-Trent,5
ST13,0.9,"17,530","2,674","7,002",3,14,Medium,-,"9,800",Medium,Stoke-on-Trent,3
ST14,0.88,"11,914","2,059","4,776",3,12,Medium,-,"7,950",Medium,Stoke-on-Trent,4
ST15,0.9,"13,170","1,945","5,253",7,11,Medium,1,"8,533",Medium,Stoke-on-Trent,3
ST16,0.94,"19,707","4,397","8,693",7,25,Medium,-,"13,333",Medium,Stoke-on-Trent,3
ST17,0.93,"25,043","4,029","10,011",7,9,Medium,-,"12,467",Medium,Stoke-on-Trent,3
ST18,0.87,"9,074","1,228","3,104",-,4,Medium,-,"6,900",Medium,Stoke-on-Trent,4
ST19,0.86,"8,992","1,364","3,152",6,6,Medium,-,"5,817",Medium,Stoke-on-Trent,4
ST2,0.92,"22,072","3,726","8,392",4,10,Medium,-,"12,117",Medium,Stoke-on-Trent,3
ST20,0.83,"4,081",587,"1,407",1,2,Medium,-,"2,200",Medium,Stoke-on-Trent,5
ST21,0.83,"3,325",444,"1,093",1,3,Medium,-,"2,050",Medium,Stoke-on-Trent,5
ST3,1.05,"42,524","7,674","17,177",8,35,Medium,2,"24,650",Medium,Stoke-on-Trent,1
ST4,1.03,"37,488","8,343","16,020",13,49,Medium,1,"22,633",Medium,Stoke-on-Trent,1
ST5,1.1,"47,362","8,343","20,143",15,46,Medium,1,"29,050",Medium,Stoke-on-Trent,1
ST55,0.81,-,-,-,-,-,Medium,-,-,Medium,Stoke-on-Trent,5
ST6,1.05,"41,095","7,533","17,854",2,46,Medium,-,"23,650",Medium,Stoke-on-Trent,1
ST7,1.02,"32,949","5,214","12,450",15,13,Medium,-,"19,517",High,Stoke-on-Trent,1
ST8,0.87,"12,601","1,932","4,819",2,2,Medium,-,"6,533",Medium,Stoke-on-Trent,4
ST9,0.84,"7,008",998,"2,247",2,3,Medium,-,"3,750",Medium,Stoke-on-Trent,4
TF10,0.87,"10,905","2,380","3,652",3,10,Low,1,"6,717",Medium,Telford,4
TF2,0.96,"24,030","4,263","10,789",10,18,Low,1,"15,500",Medium,Telford,2
TF3,0.9,"14,900","3,050","7,300",5,9,Low,-,"10,883",Low,Telford,3
TF9,0.91,"14,955","2,359","5,823",6,10,Low,1,"9,717",Medium,Telford,3
WA14,0.93,"17,435","2,491","8,335",19,28,Low,-,"8,733",High,Warrington,3
WA16,0.89,"14,559","1,709","5,316",11,21,Low,-,"7,217",High,Warrington,4
WS11,1,"26,881","4,739","11,549",5,31,Low,2,"17,633",High,Walsall,1
WS12,0.95,"21,744","4,016","10,218",2,5,Low,-,"15,617",Medium,Walsall,2
WS15,0.96,"22,526","3,709","8,918",3,13,Low,-,"15,167",Medium,Walsall,2
WS7,0.91,"18,157","2,854","7,322",4,6,Low,-,"11,617",Medium,Walsall,3
DE1,0.9,"9,651","2,750","4,599",9,55,Medium,3,"5,750",High,Derby,3
DE11,1.01,"27,294","4,714","12,668",12,20,Medium,-,"20,450",Medium,Derby,1
DE14,0.95,"18,507","3,803","9,380",12,43,Medium,2,"14,167",Medium,Derby,2
DE15,0.89,"14,991","2,578","5,949",2,5,Medium,-,"9,083",Medium,Derby,3
DE21,1.02,"35,748","6,280","15,004",17,17,Medium,-,"21,439",Medium,Derby,1
DE22,1,"30,556","7,022","12,169",18,25,Medium,1,"17,067",Medium,Derby,2
DE23,1.02,"35,806","7,423","17,567",3,59,Medium,-,"18,400",Medium,Derby,1
DE24,1.04,"34,606","6,667","15,411",12,28,Medium,1,"22,906",Medium,Derby,1
DE3,0.87,"10,280","1,529","3,994",3,5,Medium,-,"5,717",Medium,Derby,4
DE5,0.92,"13,819","2,326","5,546",5,7,Medium,-,"9,217",High,Derby,3
DE55,1.04,"32,320","5,052","13,317",8,15,Medium,-,"21,333",High,Derby,1
DE56,0.94,"24,784","3,580","9,852",3,18,Medium,-,"13,000",Medium,Derby,2
DE7,1.02,"31,294","5,599","12,721",6,16,Medium,-,"19,517",Medium,Derby,1
DE72,0.89,"12,482","1,745","4,680",2,8,Medium,-,"7,950",Medium,Derby,3
DE73,0.89,"11,623","1,649","5,153",6,14,Medium,2,"7,000",Medium,Derby,4
DE74,0.87,"7,200","1,167","2,939",5,3,Medium,1,"6,967",Medium,Derby,4
DE75,0.9,"11,618","2,029","5,051",2,4,Medium,-,"8,100",Medium,Derby,3
DE99,0.81,-,-,-,-,-,Medium,-,-,Medium,Derby,5
DE12,0.89,"12,452","1,863","5,024",4,10,Medium,1,"8,450",Medium,Derby,4
DE13,0.97,"24,768","3,708","9,216",9,25,Medium,-,"15,917",Medium,Derby,2
DE4,0.92,"20,704","2,900","6,946",6,17,Medium,1,"11,233",Medium,Derby,3
DE45,0.83,"5,299",664,"1,414",2,6,Medium,-,"2,533",Medium,Derby,5
DE6,0.9,"15,059","2,113","5,247",18,18,Medium,1,"9,467",Medium,Derby,3
DE65,0.93,"13,742","2,122","6,341",5,6,Medium,-,"10,167",High,Derby,3
DN22,0.94,"21,690","3,336","7,931",4,15,Medium,1,"13,717",Medium,Doncaster,3
LE11,1.04,"35,499","8,343","14,254",7,45,Low,2,"20,017",High,Leicester,1
LE12,1.06,"37,664","5,719","15,478",9,31,Low,1,"23,867",High,Leicester,1
LE4,1.13,"47,362","8,343","24,746",9,118,Low,-,"29,728",High,Leicester,1
LE41,0.81,-,-,-,-,-,Low,-,-,Medium,Leicester,5
LE65,0.86,"8,597","1,228","3,407",7,6,Low,-,"5,867",Medium,Leicester,4
LE67,1.04,"36,198","5,687","15,437",10,27,Low,1,"25,161",Medium,Leicester,1
LE14,0.86,"10,542","1,455","3,854",1,1,Low,-,"6,433",Medium,Leicester,4
NG1,0.9,"9,916","5,115","3,814",14,46,Medium,8,"6,533",Medium,Nottingham,3
NG10,0.98,"29,983","5,069","12,924",6,15,Medium,-,"17,600",Medium,Nottingham,2
NG11,0.97,"23,776","4,027","9,268",6,9,Medium,-,"13,050",High,Nottingham,2
NG15,0.97,"25,602","4,233","10,517",9,13,Medium,1,"17,083",Medium,Nottingham,2
NG16,1.06,"39,688","6,519","15,583",9,24,Medium,-,"23,317",High,Nottingham,1
NG17,1.08,"45,861","7,793","19,089",7,35,Medium,1,"29,850",Medium,Nottingham,1
NG18,0.99,"26,649","4,630","11,634",6,98,Medium,2,"19,000",Medium,Nottingham,2
NG19,1.03,"33,104","5,714","13,159",5,15,Medium,-,"20,600",High,Nottingham,1
NG2,1.04,"38,440","7,737","18,640",13,37,Medium,1,"18,467",High,Nottingham,1
NG20,0.94,"16,389","3,162","6,391",2,17,Medium,-,"11,817",High,Nottingham,2
NG21,0.91,"13,688","2,330","5,656",3,10,Medium,-,"11,200",Medium,Nottingham,3
NG3,0.99,"31,952","5,994","14,547",11,24,Medium,1,"14,317",Medium,Nottingham,2
NG4,0.97,"26,280","4,397","11,292",8,19,Medium,-,"13,583",Medium,Nottingham,2
NG5,1.11,"47,362","8,343","24,274",24,48,Medium,-,"28,500",Medium,Nottingham,1
NG6,0.96,"24,897","4,448","10,626",4,19,Medium,-,"12,900",Medium,Nottingham,2
NG7,1.03,"36,439","8,343","15,447",8,65,Medium,1,"18,683",Medium,Nottingham,1
NG8,1.03,"40,515","7,968","16,578",11,23,Medium,-,"19,383",Medium,Nottingham,1
NG80,0.82,-,-,-,-,-,Medium,-,-,High,Nottingham,5
NG9,1.08,"45,833","8,267","19,559",11,30,Medium,-,"22,300",High,Nottingham,1
NG90,0.81,-,-,-,-,-,Medium,-,-,Medium,Nottingham,5
NG12,0.93,"20,173","2,801","7,057",11,11,Medium,1,"11,567",High,Nottingham,3
NG14,0.87,"11,339","1,581","3,859",5,4,Medium,-,"6,117",Medium,Nottingham,4
NG22,0.92,"16,040","2,662","5,740",2,13,Medium,-,"11,150",Medium,Nottingham,3
NG25,0.84,"5,238",740,"1,548",2,6,Medium,1,"2,567",Medium,Nottingham,5
S18,0.89,"15,207","2,126","5,233",5,8,High,-,"7,333",Medium,Sheffield,3
S40,0.95,"23,171","3,629","8,607",6,15,High,-,"11,400",High,Sheffield,2
S41,0.95,"23,520","3,847","9,649",9,18,High,1,"13,800",Medium,Sheffield,2
S42,0.95,"17,667","2,680","6,282",2,5,High,-,"10,817",High,Sheffield,2
S43,0.99,"25,381","4,211","10,485",5,18,High,-,"16,167",High,Sheffield,2
S44,0.92,"13,729","2,284","5,287",1,5,High,-,"9,217",High,Sheffield,3
S45,0.89,"8,670","1,400","3,422",3,4,High,-,"5,517",High,Sheffield,3
S49,0.81,-,-,-,-,-,High,-,-,Medium,Sheffield,5
S11,0.96,"22,569","7,706","9,053",9,41,High,-,"9,167",Medium,Sheffield,2
S12,0.95,"21,636","3,404","8,464",5,16,High,-,"11,933",Medium,Sheffield,2
S14,0.86,"6,546","1,374","2,606",1,3,High,-,"2,900",Medium,Sheffield,4
S17,0.87,"9,572","1,106","3,167",2,4,High,-,"3,917",Medium,Sheffield,4
S20,0.96,"19,598","3,214","8,603",5,3,High,-,"9,733",High,Sheffield,2
S21,0.93,"12,957","2,412","5,227",6,10,High,-,"7,600",High,Sheffield,3
S25,0.92,"12,986","2,260","5,244",3,4,High,-,"8,200",High,Sheffield,3
S26,0.95,"15,959","2,538","6,515",5,9,High,-,"10,017",High,Sheffield,2
S32,0.86,"3,457",403,"1,037",-,3,High,-,"1,583",High,Sheffield,4
S33,0.85,"3,080",380,"1,000",1,5,High,1,"1,633",Medium,Sheffield,4
S7,0.88,"10,667","2,189","5,648",3,14,High,1,"4,267",Medium,Sheffield,4
S8,0.99,"30,246","4,703","13,353",20,27,High,-,"13,400",High,Sheffield,2
S80,0.98,"19,120","3,246","7,868",6,19,High,-,"13,167",High,Sheffield,2
S81,0.97,"22,958","3,867","9,017",5,5,High,1,"15,433",High,Sheffield,2
WS13,0.91,"16,476","2,603","7,131",11,20,Low,-,"11,333",Medium,Walsall,3
LE13,0.91,"16,933","2,926","6,986",6,9,Low,-,"10,183",Medium,Leicester,3
LE15,0.93,"18,111","2,427","6,644",6,7,Low,1,"10,283",High,Leicester,3
